author,text,published_at,like_count,product_name,product_brand,video_title
@jem6167,Good thing I just ordered now hahahha,2025-04-04T15:08:42Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@TheOneAndOnly91,Im going to get these b3g3❤❤,2025-04-01T03:20:40Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@iloveewee,You are awesome! I got the message loud and clear!!,2025-03-31T16:35:57Z,2,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@Commentraider3,For anyone wondering the first one doesn’t smell much like born in Roma …at all. It smells kind of similar to Prada Pradox.,2025-03-31T03:14:04Z,1,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@babycakes8434,"I don't usually like roses in my perfume, but I own Covered in Roses.",2025-03-30T16:53:58Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@paraschivadina313,How long does it last?,2025-03-26T14:23:01Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@Nina513,"This was so dope, love it! lol",2025-03-14T16:05:13Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@monicagonzales7137,I thought Viva Vanilla was a dupe for Kayali Vanilla 28.,2025-03-14T00:54:21Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@ohsfer11820,I went to bath and body to purchase.. I don't know.  After being there so long and still confused I went to VS and purchase a lotion..,2025-03-03T11:46:02Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@Bodybyhelen,"I COMPLETELY agree with her review! I try not to ad onto my 15+ BBW body spray collection, but I had to get Covered in Roses! I was complimented too many times hours after spraying on their tester lol. Also, it really does smell just like Delina!",2025-03-02T14:19:49Z,3,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@ShireenHameed,The way I understood every reaction😮,2025-03-02T06:18:09Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@marciatavares211,Será que vende no Brasil?,2025-02-27T09:19:26Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@crustycarrots,I love how her facial expressions literally say so much more than if she were to speak,2025-02-21T11:33:18Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@anamatos8332,Yes 🙌and I put them at the same time,2025-02-18T22:21:59Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@meow22229,"Language: 0
understand: 100",2025-02-18T11:34:57Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@Hebiscus998,I like,2025-02-17T17:36:56Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@margaretmairi7927,I don't understand sign language. Please explain the mists compared to the perfumes and what perfumes are those?,2025-02-17T07:50:53Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@bella.marie123,I LOVE VIVA VANILLA,2025-02-17T00:08:49Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@amandazylstra6285,Please talk. I don't understand 😂,2025-02-16T03:29:22Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@arianayanez7441,"im not exaggerating when i tell people “pink obsessed” is AMAZING. ive been trying to find dupes for it since its scent includes jasmine, praline, and vanilla. The amounts of compliments ive had on it is insane. id do anything to grab atleast 5 more bottles of that stuff.",2025-02-14T07:40:05Z,52,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@rachealgayles5985,I really love the creative way you made this video. Thank you!,2025-02-14T01:11:04Z,3,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@VenusSereneint,Genius.,2025-02-13T19:55:23Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@asawaniadordionisio1038,Ansabe ni atchengbeni??,2025-02-13T03:45:36Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@londaloniyoni,"I have viva vanilla, but I heard that it smells more like Kay Ali vanilla 28",2025-02-12T04:30:24Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@luball416,love this video you are so beautiful and cute,2025-02-07T18:18:18Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@didralamond8145,"thanks for doing this video! While I think it had the opposite effect on me than it was intended it is still a good way for people to get dupes!

I tried two of B&BWs dupe line and they didn't work for my nose and I think I will just use them as layering scents under fragrance I actually like to wear. lol",2025-02-05T23:11:29Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@sixteen.candles.4644,When she did covered in roses and put her hands up.. i felt it!!! I feel the exact same. 🎉🎉🎉🎉,2025-02-05T03:25:09Z,95,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@carrie9267,What? I can not see the names really bad on the bb bottles. Everything is backwards.....I even trued pausing.the video when she's holding them up & I can't read the scent names..,2025-02-02T03:50:43Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@piixie_edits,My most vivid memory that just lived in my head of delina is every time my mom sprays it on me😭 I’m extremely sensitive to strong smells since they give me headaches so I have to use the most soft strong perfumes,2025-01-28T11:16:31Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@arianejoygalang,I hope you do more b&b dupes!,2025-01-28T09:54:29Z,1,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@nancybenavides4169,❤❤❤,2025-01-23T12:26:26Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@ТатьянаМорозова-ф2ю,Valentino(Donna)Love forever!,2025-01-22T12:06:46Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@yvonnekilla3971,Got it,2025-01-21T01:16:04Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@jambi.e,if u musk smells better than glossier on me… glossier smelled like sharpie fumes on my skin.,2025-01-20T23:40:02Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@elallen4399,"U are doing the Lord's work 💪🏾❤❤❤❤I love bath and body works 
Can u do a men's version??",2025-01-20T15:50:42Z,3,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@laurenx5851,They last too. I still smell the splash on my coat. It past better than my perfume,2025-01-19T14:29:48Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@chucalissa9231,"You are funny 😅 ,thanks for sharing",2025-01-19T13:17:53Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@audreywilliams3383,Best review I have seen yet on these products and no talking❤❤❤❤❤❤❤,2025-01-19T01:52:00Z,2,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@Thefitalchemist,So is petal parade good or no?,2025-01-18T23:36:59Z,4,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@MsKae-tf8rw,This was so funny I promise you I can imagine what you were saying I lived inputting my own sound effects 😂❤,2025-01-18T18:25:28Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@bluerocker3338,THIIIS XD,2025-01-18T03:31:04Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@eliachapa418,I am not sure if you liked or didn't like Petal Parade?,2025-01-18T01:08:46Z,3,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@AngelaHernandez-kk9zy,Me gusta mucho las fragancias dulces como la de Adriana la grande candid sweetlike candid.,2025-01-17T11:40:56Z,1,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@ayesharashid03,Haha I loved this 😂❤,2025-01-17T00:15:07Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@Dr_Nutrition,Talk woman! Lol,2025-01-16T16:51:49Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@AvniRaghuvanshi-kx4er,I want a not silent review too,2025-01-16T10:27:28Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@missdeeMUA1,Did I miss the if you musk? It smells just like my other fav BBW scent Kaleidoscope. I had no idea they were dupes for other brands lol,2025-01-15T19:42:10Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@lifeofmim,I just went to the store and I tried all and they were all boring. 😑,2025-01-13T01:13:39Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@pamschmidt5658,Too much drama,2025-01-12T15:06:30Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@pamschmidt5658,"Stop shaking the bottles!! I can't tell what they are,and slow down!",2025-01-12T15:05:41Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@jynxgirl03,I hate the smell of roses so Delina was a no for me. Viva Vanilla is 🔥 and Pink Obsessed is extremely close. That spray got me flipped like a pancake and got my flaps jacked! 😆 He liked it so much he went out and got me the real thing. It's on regular rotation now! 😉,2025-01-11T18:41:33Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@sarahschouveller1993,So you like Paradoxe and its dupe and you think it's a good dupe? That's what I'm guessing on that one,2025-01-09T04:12:13Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@Jade-Madspongebob,I’m so glad everyone loves covered in roses hopefully they keep it in store foreverrrr ❤,2025-01-09T02:25:11Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@msalohakitty,"No to covered in roses yes to pink obsessed, viva vanilla and petal parade 😍 covered in roses smells like a granny to me 🤷🏽‍♀️",2025-01-09T00:57:21Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@KaylaBL822,Am I the only one who gets 7 virtues vanilla woods from viva vanilla?,2025-01-07T17:10:50Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@lauraguerrero874,I found my family,2025-01-05T01:56:30Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@rorooolall,I GOT VIVA VANILLA FOR XMAS AND I ABSOLUTELY LOVE IT,2025-01-03T03:22:01Z,3,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@enoellek,Viva Vanilla and Floral Fantasy are some of my most worn mists/layering scents this year!!,2024-12-30T16:56:36Z,3,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@lala-xi3vw,we need more review videos to be made like this i hate it when people drag the video on just by talking about the same thing,2024-12-30T05:32:39Z,2,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@cyng166,Pink obsessed is freaking amazing everyone keeps asking what im wearing i had to buy another,2024-12-29T23:46:58Z,6,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@hermesgirl0015,Totally agree with the Delina and Covered in Roses. I douse my body in the covered in roses and then do my spritz’s of Delina. ❤❤,2024-12-28T21:31:59Z,7,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@aribella6913,I dislike the purple bottle immensely. It smells like an ear infection at dry down…in my opinion.,2024-12-28T00:36:40Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@rachaelnti5782,Pink Obsessed is the only true dupe...the rest are wack😭,2024-12-27T23:19:15Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@sharon268,Can someone list the name of the dupes,2024-12-27T15:25:39Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@thesacredbombshell,😂😂😂,2024-12-24T02:51:53Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@fiaso98,b&bw aren’t dupes they just smell similar,2024-12-21T01:11:41Z,1,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@MaryJean-oh4cg,I do NOT comment on videos - this was so good LOL,2024-12-20T18:52:41Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@TODOMATIO,I didn't understand your reaction for Paradox . There was just a frozen face and no expression. And that one is my favorite perfume. All I smell there is honey 🍯 ❤,2024-12-20T06:26:28Z,4,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@romeannasmith2350,I feel  the same way about  Covered in Roses. It is my  favorite ❤❤,2024-12-18T01:14:54Z,59,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@kateh2078,Great review! You didn’t have to say a single word and we all just got it 😂,2024-12-16T16:14:45Z,7,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@Gravity.96,That Delina dupe smells EXACTLY like Delina!! I know bc I hate them both passionately 😂 but I’m glad I sold my bbq one to someone who loves it!❤,2024-12-16T13:47:35Z,12,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@Maymay84343,"if you musk (the dupe for the glossier perfume) smells exactly like the real one, i had the real one and i ran out i’m so glad they came out with that!! also at the beach scent is one of the best bbw scents!!",2024-12-15T22:02:41Z,101,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@theendoftheworldasweknowit9894,This short was calming. No damn nail tapping that needs to end.,2024-12-15T02:54:56Z,15,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@spiderleenie,"Delina is my all time favorite perfume, yet I have never purchased a full bottle of it because of how expensive it is. Unfortunately, most of the “dupes” out there smell too watery and fruity to me.

Bath and Body Works though? OMG it’s spot on— it’s the dupe I’ve been searching for! And it lasts a ridiculously long time on me (especially if I spray it in my hair). It’s a cheap spot on dupe that somehow performs beast mode on my skin. What is this sorcery?!",2024-12-14T18:05:30Z,1,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@earphbound720,The Delina dupe and the Santal dupes are my faves ❤,2024-12-13T13:31:28Z,1,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@prachibarman5524,all of them smell like alcohol,2024-12-05T06:37:27Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@martadiallo6944,🤒,2024-12-04T19:29:05Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@abidasultana1090,Please review Tom ford soleil blanc and bath and body works getaway soiree,2024-12-04T17:15:42Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@angelitarubiales4762,❤😊,2024-12-01T04:14:10Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@LivingDead28,I understood each and every single word u didn't say.,2024-11-30T12:01:10Z,2,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@iamKaliN,The only smell I liked out of all of these was just the pink obsessed one honestly.,2024-11-30T02:54:43Z,22,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@ozencgencmertt,Yaptığın hiçbir hareket anlaşılmıyor. Ya konuş ya da altyazı ekle,2024-11-27T13:39:29Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@Khaleesi_Of_Kittens,Tf is head tilt supposed to mean?? 😒,2024-11-26T13:18:48Z,1,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@listen-learn-speak2465,🥰 I agree!!!,2024-11-25T03:13:57Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@JenniePink-xh4po,"Heyy :3, can someone recommend me an edp perfume (affordable ofc) that smells exactly like bath and body works you're the one.",2024-11-24T16:24:11Z,1,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@cozmetika,Thanks ❤,2024-11-23T16:28:04Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@kanchangidwani6602,"Is into the dark dupe of lancome the midnight rose. I am buying the roses one , thanks for the review❤",2024-11-21T14:56:15Z,3,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@IamCourtniB,She looks like Kendall Jenner,2024-11-20T20:28:32Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@MY-wv4bo,BEST review ever!! Nuanced and informative. Headed to B&BW!!!❤❤❤❤,2024-11-19T17:03:39Z,23,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@pinkminusone,oh saving this for christmas😍,2024-11-19T09:56:46Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@Carol-si8tf,You favor Kendall Jenner.,2024-11-19T03:45:03Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@BonnieBurton-x3d,Thanks,2024-11-17T23:03:08Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@ODY0319,I just wish they came in a body butter or cream lol,2024-11-16T21:17:28Z,1,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@RegalRubi,Everything was amazing...next time flip the video 180 degrees horizontally 😅,2024-11-15T11:57:39Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@rj2849,this is the first one of these i’ve seen where i actually feel like i understand what the reactions mean 😂,2024-11-14T03:46:59Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@nettienewsom9506,No if only there was the matching lotion and shower gel to go with it,2024-11-11T11:24:26Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@marilyn8328,I brought COVERED IN ROSES based on your review and I have to say is GOOD GOOD GOOD. And here me out I have Delina La Rosee. Thank you 😊,2024-11-11T05:31:38Z,17,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@shaunabee,Exactly what I said! 😊,2024-11-10T22:57:27Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@IsaGallow,The silent review videos are so cool🌸💗✨🙌🏻,2024-11-10T08:47:18Z,2,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@TxMade210SA,I’ll stick to the bigger brands,2024-11-06T00:13:49Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@ria_s22345,I think she liked the rose one,2024-10-30T22:04:23Z,2,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@rachealgayles5985,GREAT VIDEO!,2024-10-30T05:10:45Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@AsukaLangleyShikinami-777,Thank you so much for sharing! The bottles are so pretty 😍,2024-10-30T03:03:48Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@kaitlynneyoung4160,That Delina dupe is AMAZING!!!! The Donna born in Roma dupe is SPOT ON! The vanilla smelled good but needs time to sit ( like most vanilla scents do),2024-10-29T21:45:32Z,687,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@Sanyu.J,"Beautiful presentation!
Thank you !
I just subscribed and liked.",2024-10-29T06:37:24Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@ymurray73yj,Loved this!!!😂,2024-10-27T20:51:55Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@MKK-wg7fz,I collect niche fragrances & went to bbw once to see what the fuss was about. I bought a few sprays & things. The only thing that isn’t collecting dust is the shower gel. I find it extremely hard to use those bargain sprays once you’re accustomed to high quality niche perfumes.,2024-10-24T03:41:14Z,3,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@Loverain2001,You’re my favorite for not speaking…,2024-10-24T02:30:41Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@SimpleMeasures,Love your style. Keep it up,2024-10-17T20:26:39Z,1,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@yaniechamberland2285,😆😆😆,2024-10-15T00:32:05Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@VeronicaMiller-n5z,Can we even really trust your opinion on fragrance at all if you actually like Bath & Body Works?,2024-10-11T14:59:47Z,1,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@DanielleDavis-d5m,Straight to jail.,2024-10-11T14:51:40Z,4,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
